hg38_chrom	hg38_pos	hg19_chrom	hg19_pos
chr1	170048719	chr1	170017860
chr22	29818047	chr22	30214036
chr22	29818047	chr22	30214036
chr22	29818715	chr22	30214704
chr22	29820179	chr22	30216168
chr22	29822003	chr22	30217992
chr22	29827824	chr22	30223813
chr22	29854323	chr22	30250312
chr22	29855191	chr22	30251180
chr22	29858218	chr22	30254207
chr22	29863619	chr22	30259608
chr1	170049649	chr1	170018790
chr22	29864820	chr22	30260809
chr22	29865230	chr22	30261219
chr22	29918103	chr22	30314092
chr22	29919747	chr22	30315736
chr22	37655992	chr22	38051999
chr22	37656284	chr22	38052291
chr22	37656832	chr22	38052839
chr22	37656832	chr22	38052839
chr22	37656833	chr22	38052840
chr22	37656833	chr22	38052840
chr22	37656833	chr22	38052840
chr22	37656834	chr22	38052841
chr22	37656834	chr22	38052841
chr22	37656834	chr22	38052841
chr22	37657251	chr22	38053258
chr1	170050096	chr1	170019237
chr22	37657658	chr22	38053665
chr22	37657902	chr22	38053909
chr22	37658255	chr22	38054262
chr22	37658255	chr22	38054262
chr22	37658318	chr22	38054325
chr22	37658318	chr22	38054325
chr22	37658396	chr22	38054403
chr22	37661331	chr22	38057338
chr22	37663217	chr22	38059224
chr22	37664270	chr22	38060277
chr22	37664843	chr22	38060850
chr1	170050367	chr1	170019508
chr22	37669330	chr22	38065337
chr22	37670549	chr22	38066556
chr22	37678135	chr22	38074142
chr22	37678427	chr22	38074434
chr22	37689516	chr22	38085523
chr22	37691477	chr22	38087484
chr22	37691617	chr22	38087624
chr22	38962032	chr22	39358037
chr22	39343182	chr22	39739187
chr1	170052353	chr1	170021494
chr1	28380257	chr1	28706768
chr1	28380257	chr1	28706768
chr22	39351666	chr22	39747671
chr22	39351775	chr22	39747780
chr22	41469805	chr22	41865809
chr22	41469805	chr22	41865809
chr22	41469839	chr22	41865843
chr22	41470934	chr22	41866938
chr22	41471101	chr22	41867105
chr22	41471373	chr22	41867377
chr22	41507739	chr22	41903743
chr22	41507809	chr22	41903813
chr22	41507809	chr22	41903813
chr1	170052677	chr1	170021818
chr22	41517473	chr22	41913477
chr22	41518589	chr22	41914593
chr22	41518856	chr22	41914860
chr22	41529531	chr22	41925535
chr22	41539281	chr22	41935285
chr22	41545745	chr22	41941749
chr22	41561606	chr22	41957610
chr22	41562491	chr22	41958495
chr22	41562858	chr22	41958862
chr22	41564087	chr22	41960091
chr1	170053889	chr1	170023030
chr22	41565130	chr22	41961134
chr22	41565130	chr22	41961134
chr22	41565185	chr22	41961189
chr22	41565827	chr22	41961831
chr22	41565912	chr22	41961916
chr22	41566288	chr22	41962292
chr22	41566466	chr22	41962470
chr22	41566630	chr22	41962634
chr22	41566789	chr22	41962793
chr22	41567549	chr22	41963553
chr1	170054336	chr1	170023477
chr22	41568164	chr22	41964168
chr22	41568353	chr22	41964357
chr22	41568353	chr22	41964357
chr22	41568357	chr22	41964361
chr22	41568357	chr22	41964361
chr22	41569233	chr22	41965237
chr22	41569233	chr22	41965237
chr22	41569233	chr22	41965237
chr22	41569233	chr22	41965237
chr22	41569288	chr22	41965292
chr22	41569288	chr22	41965292
chr22	41569288	chr22	41965292
chr22	41569288	chr22	41965292
chr22	41569296	chr22	41965300
chr22	41569296	chr22	41965300
chr22	41569296	chr22	41965300
chr22	41570669	chr22	41966673
chr22	41571866	chr22	41967870
chr22	41576028	chr22	41972032
chr22	41580935	chr22	41976939
chr22	41584888	chr22	41980892
chr22	41585953	chr22	41981957
chr22	41586471	chr22	41982475
chr22	41589952	chr22	41985956
chr22	41589952	chr22	41985956
chr22	41589954	chr22	41985958
chr22	41589954	chr22	41985958
chr22	41590710	chr22	41986714
chr22	41591539	chr22	41987543
chr22	41591623	chr22	41987627
chr22	41592221	chr22	41988225
chr22	41594640	chr22	41990644
chr22	41597492	chr22	41993496
chr22	41599331	chr22	41995335
chr22	41600127	chr22	41996131
chr22	41608367	chr22	42004371
chr22	41612064	chr22	42008068
chr22	41613516	chr22	42009520
chr1	170055687	chr1	170024828
chr22	41614619	chr22	42010623
chr22	41617519	chr22	42013523
chr22	41619761	chr22	42015765
chr22	41621260	chr22	42017264
chr22	41623247	chr22	42019251
chr22	41626031	chr22	42022035
chr22	41629346	chr22	42025350
chr22	41635708	chr22	42031712
chr1	170056135	chr1	170025276
chr22	41635764	chr22	42031768
chr22	41635764	chr22	42031768
chr22	41635949	chr22	42031953
chr22	41640370	chr22	42036374
chr22	41641305	chr22	42037309
chr22	41642636	chr22	42038640
chr22	41645306	chr22	42041310
chr22	41649005	chr22	42045009
chr22	41650118	chr22	42046122
chr22	41652246	chr22	42048250
chr1	170056702	chr1	170025843
chr22	41652698	chr22	42048702
chr22	41652862	chr22	42048866
chr22	41655715	chr22	42051719
chr22	41656359	chr22	42052363
chr22	41662842	chr22	42058846
chr22	41662945	chr22	42058949
chr22	41665558	chr22	42061562
chr22	41665635	chr22	42061639
chr22	41666818	chr22	42062822
chr22	41667677	chr22	42063681
chr1	170057432	chr1	170026573
chr22	41668761	chr22	42064765
chr22	41668897	chr22	42064901
chr22	41671860	chr22	42067864
chr22	41672465	chr22	42068469
chr22	41672465	chr22	42068469
chr22	41672506	chr22	42068510
chr22	41672506	chr22	42068510
chr22	41672598	chr22	42068602
chr22	41674272	chr22	42070276
chr22	41675580	chr22	42071584
chr22	41676908	chr22	42072912
chr1	170058069	chr1	170027210
chr1	28380436	chr1	28706947
chr1	28380436	chr1	28706947
chr1	28380436	chr1	28706947
chr1	28380436	chr1	28706947
chr22	41677130	chr22	42073134
chr22	41678038	chr22	42074042
chr22	41678210	chr22	42074214
chr22	41678210	chr22	42074214
chr22	41678211	chr22	42074215
chr22	41678211	chr22	42074215
chr22	41679296	chr22	42075300
chr22	41680377	chr22	42076381
chr22	41680637	chr22	42076641
chr22	41680952	chr22	42076956
chr22	41681733	chr22	42077737
chr1	170058357	chr1	170027498
chr22	41681854	chr22	42077858
chr22	41682662	chr22	42078666
chr22	41683730	chr22	42079734
chr22	41684184	chr22	42080188
chr22	41684799	chr22	42080803
chr22	41685059	chr22	42081063
chr22	41685599	chr22	42081603
chr22	41685599	chr22	42081603
chr22	41685616	chr22	42081620
chr22	41685616	chr22	42081620
chr22	41685693	chr22	42081697
chr22	41685917	chr22	42081921
chr1	170058958	chr1	170028099
chr1	170058958	chr1	170028099
chr22	41686493	chr22	42082497
chr22	41686787	chr22	42082791
chr22	41691269	chr22	42087273
chr22	41691269	chr22	42087273
chr22	41691271	chr22	42087275
chr22	41692154	chr22	42088158
chr22	41692402	chr22	42088406
chr22	41692577	chr22	42088581
chr22	41693619	chr22	42089623
chr22	41694065	chr22	42090069
chr1	170059010	chr1	170028151
chr22	41695023	chr22	42091027
chr22	41698917	chr22	42094921
chr22	41699136	chr22	42095140
chr22	41699900	chr22	42095904
chr22	41700579	chr22	42096583
chr22	41701234	chr22	42097238
chr22	41702759	chr22	42098763
chr22	41703684	chr22	42099688
chr1	170059135	chr1	170028276
chr22	41703977	chr22	42099981
chr22	41704271	chr22	42100275
chr22	41704677	chr22	42100681
chr22	41705811	chr22	42101815
chr22	41707028	chr22	42103032
chr22	41708925	chr22	42104929
chr22	41710212	chr22	42106216
chr22	41710992	chr22	42106996
chr22	41711258	chr22	42107262
chr22	41711741	chr22	42107745
chr1	170059222	chr1	170028363
chr22	41712249	chr22	42108253
chr22	41713840	chr22	42109844
chr22	41713840	chr22	42109844
chr22	41713913	chr22	42109917
chr22	41713913	chr22	42109917
chr22	41715689	chr22	42111693
chr22	41715892	chr22	42111896
chr22	41716595	chr22	42112599
chr22	41720159	chr22	42116163
chr22	41721061	chr22	42117065
chr22	41925247	chr22	42321251
chr1	170059432	chr1	170028573
chr22	41934225	chr22	42330229
chr22	41935405	chr22	42331409
chr22	41937404	chr22	42333408
chr22	41938949	chr22	42334953
chr22	41939617	chr22	42335621
chr22	41941036	chr22	42337040
chr22	41942347	chr22	42338351
chr22	41943091	chr22	42339095
chr22	41943512	chr22	42339516
chr1	170059632	chr1	170028773
chr22	41944565	chr22	42340569
chr22	41944565	chr22	42340569
chr22	41944578	chr22	42340582
chr22	41944578	chr22	42340582
chr22	41944840	chr22	42340844
chr22	41945304	chr22	42341308
chr22	41947087	chr22	42343091
chr22	41965332	chr22	42361336
chr22	42084417	chr22	42480421
chr22	42090076	chr22	42486080
chr22	42155833	chr22	42551839
chr22	42155833	chr22	42551839
chr22	42241017	chr22	42637023
chr1	170059859	chr1	170029000
chr22	42263958	chr22	42659964
chr22	42273098	chr22	42669104
chr22	42503145	chr22	42899151
chr22	42503381	chr22	42899387
chr22	42504194	chr22	42900200
chr22	42505836	chr22	42901842
chr22	42506058	chr22	42902064
chr22	42506821	chr22	42902827
chr22	42506821	chr22	42902827
chr22	42506825	chr22	42902831
chr22	42506825	chr22	42902831
chr22	42508270	chr22	42904276
chr1	170060109	chr1	170029250
chr1	170060109	chr1	170029250
chr22	42508772	chr22	42904778
chr22	42508882	chr22	42904888
chr22	42509159	chr22	42905165
chr22	42510050	chr22	42906056
chr22	42510298	chr22	42906304
chr22	42510423	chr22	42906429
chr22	42510673	chr22	42906679
chr22	42510908	chr22	42906914
chr22	42510908	chr22	42906914
chr22	42510908	chr22	42906914
chr22	42510908	chr22	42906914
chr22	42510917	chr22	42906923
chr22	42510917	chr22	42906923
chr22	42510917	chr22	42906923
chr22	42510917	chr22	42906923
chr22	42510944	chr22	42906950
chr22	42510944	chr22	42906950
chr22	42510944	chr22	42906950
chr22	42510944	chr22	42906950
chr1	170060121	chr1	170029262
chr1	170060121	chr1	170029262
chr1	28380438	chr1	28706949
chr1	28380438	chr1	28706949
chr1	28380438	chr1	28706949
chr1	28380438	chr1	28706949
chr22	42511613	chr22	42907619
chr22	42512180	chr22	42908186
chr22	42512291	chr22	42908297
chr22	42512737	chr22	42908743
chr22	42514032	chr22	42910038
chr22	42514504	chr22	42910510
chr22	42514605	chr22	42910611
chr22	42514763	chr22	42910769
chr22	42515511	chr22	42911517
chr1	170060751	chr1	170029892
chr22	42516091	chr22	42912097
chr22	42518925	chr22	42914931
chr22	42518925	chr22	42914931
chr22	42518925	chr22	42914931
chr22	42518925	chr22	42914931
chr22	42518931	chr22	42914937
chr22	42518931	chr22	42914937
chr22	42518931	chr22	42914937
chr22	42518931	chr22	42914937
chr22	42518968	chr22	42914974
chr22	42518968	chr22	42914974
chr22	42518968	chr22	42914974
chr22	42518968	chr22	42914974
chr22	42519473	chr22	42915479
chr22	42523004	chr22	42919010
chr22	42523071	chr22	42919077
chr22	42523248	chr22	42919254
chr22	42528472	chr22	42924478
chr1	170061477	chr1	170030618
chr22	42538370	chr22	42934376
chr22	42790757	chr22	43186763
chr22	42792174	chr22	43188180
chr22	42792605	chr22	43188611
chr22	42793074	chr22	43189080
chr22	42793439	chr22	43189445
chr22	42793826	chr22	43189832
chr22	42794643	chr22	43190649
chr22	42794811	chr22	43190817
chr22	42795313	chr22	43191319
chr22	42795313	chr22	43191319
chr1	170061671	chr1	170030812
chr1	170061671	chr1	170030812
chr22	42795362	chr22	43191368
chr22	42795362	chr22	43191368
chr22	42796474	chr22	43192480
chr22	42797317	chr22	43193323
chr22	42797909	chr22	43193915
chr22	42798267	chr22	43194273
chr22	42799141	chr22	43195147
chr22	42799290	chr22	43195296
chr22	42799665	chr22	43195671
chr22	42799665	chr22	43195671
chr22	42799691	chr22	43195697
chr22	42799691	chr22	43195697
chr22	42801028	chr22	43197034
chr1	170061707	chr1	170030848
chr1	170061707	chr1	170030848
chr22	42801853	chr22	43197859
chr22	42802253	chr22	43198259
chr22	42802253	chr22	43198259
chr22	42802289	chr22	43198295
chr22	42802289	chr22	43198295
chr22	42802830	chr22	43198836
chr22	42802928	chr22	43198934
chr22	42804214	chr22	43200220
chr22	42804442	chr22	43200448
chr22	42804442	chr22	43200448
chr22	42804450	chr22	43200456
chr22	42804450	chr22	43200456
chr22	42805204	chr22	43201210
chr22	42806331	chr22	43202337
chr22	42806331	chr22	43202337
chr22	42806331	chr22	43202337
chr22	42806331	chr22	43202337
chr1	170062391	chr1	170031532
chr22	42806333	chr22	43202339
chr22	42806333	chr22	43202339
chr22	42806333	chr22	43202339
chr22	42806334	chr22	43202340
chr22	42806334	chr22	43202340
chr22	42806334	chr22	43202340
chr22	42806334	chr22	43202340
chr22	42807131	chr22	43203137
chr22	42810222	chr22	43206228
chr22	42810340	chr22	43206346
chr22	42810581	chr22	43206587
chr22	42810944	chr22	43206950
chr22	42815874	chr22	43211880
chr22	42816426	chr22	43212432
chr22	42816775	chr22	43212781
chr1	170062880	chr1	170032021
chr22	42817625	chr22	43213631
chr22	42818394	chr22	43214400
chr22	42819464	chr22	43215470
chr22	42819686	chr22	43215692
chr22	42820369	chr22	43216375
chr22	42820727	chr22	43216733
chr22	42821143	chr22	43217149
chr22	42821949	chr22	43217955
chr22	42822457	chr22	43218463
chr22	42823487	chr22	43219493
chr22	42823830	chr22	43219836
chr22	42824011	chr22	43220017
chr22	42826236	chr22	43222242
chr22	42827089	chr22	43223095
chr22	42829546	chr22	43225552
chr22	42830272	chr22	43226278
chr22	42830906	chr22	43226912
chr22	42831266	chr22	43227272
chr22	42831861	chr22	43227867
chr1	170063113	chr1	170032254
chr22	42832339	chr22	43228345
chr22	42832783	chr22	43228789
chr22	42832963	chr22	43228969
chr22	42834134	chr22	43230140
chr22	42834621	chr22	43230627
chr22	42836967	chr22	43232973
chr22	42837259	chr22	43233265
chr22	42840122	chr22	43236128
chr22	42845781	chr22	43241787
chr1	170064450	chr1	170033591
chr22	42847198	chr22	43243204
chr22	42847950	chr22	43243956
chr22	42848717	chr22	43244723
chr22	42849339	chr22	43245345
chr22	42849480	chr22	43245486
chr22	42850140	chr22	43246146
chr22	42850812	chr22	43246818
chr1	170064621	chr1	170033762
chr1	28380461	chr1	28706972
chr1	28380461	chr1	28706972
chr1	28380461	chr1	28706972
chr1	28380461	chr1	28706972
chr22	42851994	chr22	43248000
chr22	42852227	chr22	43248233
chr22	42852405	chr22	43248411
chr22	42853029	chr22	43249035
chr22	42853029	chr22	43249035
chr22	42853087	chr22	43249093
chr22	42853087	chr22	43249093
chr22	42854563	chr22	43250569
chr22	42854957	chr22	43250963
chr22	42856274	chr22	43252280
chr22	42859391	chr22	43255397
chr22	42859603	chr22	43255609
chr22	42860159	chr22	43256165
chr22	42860159	chr22	43256165
chr22	42860160	chr22	43256166
chr22	42860160	chr22	43256166
chr22	42861255	chr22	43257261
chr22	42861939	chr22	43257945
chr22	42863166	chr22	43259172
chr22	42863849	chr22	43259855
chr22	42864421	chr22	43260427
chr22	42865059	chr22	43261065
chr22	42865493	chr22	43261499
chr22	42865688	chr22	43261694
chr22	42866507	chr22	43262513
chr22	42866734	chr22	43262740
chr22	42866734	chr22	43262740
chr22	42866739	chr22	43262745
chr22	42866739	chr22	43262745
chr22	42868246	chr22	43264252
chr22	42868338	chr22	43264344
chr22	42868764	chr22	43264770
chr22	42868845	chr22	43264851
chr1	170065277	chr1	170034418
chr22	42870357	chr22	43266363
chr22	42870768	chr22	43266774
chr22	42871330	chr22	43267336
chr22	42871825	chr22	43267831
chr22	42871825	chr22	43267831
chr22	42871867	chr22	43267873
chr22	42871867	chr22	43267873
chr22	42871867	chr22	43267873
chr22	42871867	chr22	43267873
chr22	42871935	chr22	43267941
chr22	42871935	chr22	43267941
chr22	42871935	chr22	43267941
chr22	42871935	chr22	43267941
chr22	42872003	chr22	43268009
chr22	42872003	chr22	43268009
chr22	42872496	chr22	43268502
chr22	42873541	chr22	43269547
chr1	170065335	chr1	170034476
chr22	42874434	chr22	43270440
chr22	42874813	chr22	43270819
chr22	42874813	chr22	43270819
chr22	42874813	chr22	43270819
chr22	42874813	chr22	43270819
chr22	42874871	chr22	43270877
chr22	42874871	chr22	43270877
chr22	42874871	chr22	43270877
chr22	42874871	chr22	43270877
chr22	42874873	chr22	43270879
chr22	42874873	chr22	43270879
chr22	42874873	chr22	43270879
chr22	42874873	chr22	43270879
chr22	42875072	chr22	43271078
chr22	42875152	chr22	43271158
chr22	42875152	chr22	43271158
chr22	42875798	chr22	43271804
chr1	170065916	chr1	170035057
chr22	42876079	chr22	43272085
chr22	42876786	chr22	43272792
chr22	42876786	chr22	43272792
chr22	42876824	chr22	43272830
chr22	42876824	chr22	43272830
chr22	42877734	chr22	43273740
chr22	42877885	chr22	43273891
chr22	42878277	chr22	43274283
chr22	42878361	chr22	43274367
chr22	42878716	chr22	43274722
chr22	42878716	chr22	43274722
chr22	42878766	chr22	43274772
chr22	42878766	chr22	43274772
chr22	42878883	chr22	43274889
chr22	42879244	chr22	43275250
chr22	42879962	chr22	43275968
chr22	42879962	chr22	43275968
chr22	42880024	chr22	43276030
chr22	42880024	chr22	43276030
chr22	42881141	chr22	43277147
chr22	42881916	chr22	43277922
chr22	42882156	chr22	43278162
chr22	42882156	chr22	43278162
chr22	42882214	chr22	43278220
chr22	42882214	chr22	43278220
chr22	42883276	chr22	43279282
chr22	42884644	chr22	43280650
chr1	170067096	chr1	170036237
chr22	42885575	chr22	43281581
chr22	42885873	chr22	43281879
chr22	42886451	chr22	43282457
chr22	42886795	chr22	43282801
chr22	42887249	chr22	43283255
chr22	42887249	chr22	43283255
chr22	42887256	chr22	43283262
chr22	42887256	chr22	43283262
chr22	42887983	chr22	43283989
chr22	42888328	chr22	43284334
chr22	42889303	chr22	43285309
chr22	42889303	chr22	43285309
chr22	42889372	chr22	43285378
chr22	42889372	chr22	43285378
chr1	170067643	chr1	170036784
chr1	170067643	chr1	170036784
chr22	42889916	chr22	43285922
chr22	42890870	chr22	43286876
chr22	42891284	chr22	43287290
chr22	42894577	chr22	43290583
chr22	42895089	chr22	43291095
chr22	42895523	chr22	43291529
chr22	42896108	chr22	43292114
chr22	42896374	chr22	43292380
chr22	42896374	chr22	43292380
chr22	42896374	chr22	43292380
chr22	42896374	chr22	43292380
chr22	42896382	chr22	43292388
chr22	42896382	chr22	43292388
chr22	42896382	chr22	43292388
chr22	42896382	chr22	43292388
chr22	42896386	chr22	43292392
chr22	42896386	chr22	43292392
chr22	42896386	chr22	43292392
chr22	42896386	chr22	43292392
chr1	170067662	chr1	170036803
chr1	170067662	chr1	170036803
chr22	42896626	chr22	43292632
chr22	42899262	chr22	43295268
chr22	42899262	chr22	43295268
chr22	42899265	chr22	43295271
chr22	42899265	chr22	43295271
chr22	42900045	chr22	43296051
chr22	42900311	chr22	43296317
chr22	42900311	chr22	43296317
chr22	42900318	chr22	43296324
chr22	42900318	chr22	43296324
chr22	42901391	chr22	43297397
chr22	42901391	chr22	43297397
chr22	42901415	chr22	43297421
chr22	42901415	chr22	43297421
chr1	170068291	chr1	170037432
chr1	170068291	chr1	170037432
chr22	42901674	chr22	43297680
chr22	42902640	chr22	43298646
chr22	42902640	chr22	43298646
chr22	42902691	chr22	43298697
chr22	42902691	chr22	43298697
chr22	42902804	chr22	43298810
chr22	42903288	chr22	43299294
chr22	42903704	chr22	43299710
chr22	42904717	chr22	43300723
chr22	42905894	chr22	43301900
chr22	42907681	chr22	43303687
chr1	170068310	chr1	170037451
chr1	170068310	chr1	170037451
chr22	42908369	chr22	43304375
chr22	42909855	chr22	43305861
chr22	42912520	chr22	43308526
chr22	42913503	chr22	43309509
chr22	42914646	chr22	43310652
chr22	42915004	chr22	43311010
chr22	42915517	chr22	43311523
chr22	42916609	chr22	43312615
chr22	42916919	chr22	43312925
chr22	42919387	chr22	43315393
chr1	170068899	chr1	170038040
chr22	42919622	chr22	43315628
chr22	42919765	chr22	43315771
chr22	42919796	chr22	43315802
chr22	42919796	chr22	43315802
chr22	42920139	chr22	43316145
chr22	42920226	chr22	43316232
chr22	42920661	chr22	43316667
chr22	42921123	chr22	43317129
chr22	42921562	chr22	43317568
chr22	42921893	chr22	43317899
chr22	42922412	chr22	43318418
chr1	170070577	chr1	170039718
chr1	170070577	chr1	170039718
chr22	42922642	chr22	43318648
chr22	42922642	chr22	43318648
chr22	42922694	chr22	43318700
chr22	42922694	chr22	43318700
chr22	42922694	chr22	43318700
chr22	42922694	chr22	43318700
chr22	42922759	chr22	43318765
chr22	42922759	chr22	43318765
chr22	42922942	chr22	43318948
chr22	42923152	chr22	43319158
chr22	42923314	chr22	43319320
chr22	42923521	chr22	43319527
chr22	42923521	chr22	43319527
chr22	42923552	chr22	43319558
chr22	42923552	chr22	43319558
chr22	42923697	chr22	43319703
chr22	42924210	chr22	43320216
chr1	170070616	chr1	170039757
chr1	170070616	chr1	170039757
chr22	42924295	chr22	43320301
chr22	42928177	chr22	43324183
chr22	42928559	chr22	43324565
chr22	42928756	chr22	43324762
chr22	42929263	chr22	43325269
chr22	42929768	chr22	43325774
chr22	42930801	chr22	43326807
chr22	42931310	chr22	43327316
chr22	42931520	chr22	43327526
chr22	42931520	chr22	43327526
chr22	42931520	chr22	43327526
chr22	42931520	chr22	43327526
chr22	42931520	chr22	43327526
chr22	42931520	chr22	43327526
chr22	42931520	chr22	43327526
chr1	170071549	chr1	170040690
chr22	42931573	chr22	43327579
chr22	42931573	chr22	43327579
chr22	42931573	chr22	43327579
chr22	42931573	chr22	43327579
chr22	42931573	chr22	43327579
chr22	42931573	chr22	43327579
chr22	42931573	chr22	43327579
chr22	42931573	chr22	43327579
chr22	42931575	chr22	43327581
chr22	42931575	chr22	43327581
chr22	42931575	chr22	43327581
chr22	42931575	chr22	43327581
chr22	42931575	chr22	43327581
chr22	42931575	chr22	43327581
chr22	42931575	chr22	43327581
chr22	42931575	chr22	43327581
chr22	42931581	chr22	43327587
chr22	42931581	chr22	43327587
chr22	42931581	chr22	43327587
chr22	42931581	chr22	43327587
chr22	42931581	chr22	43327587
chr22	42931581	chr22	43327587
chr22	42931581	chr22	43327587
chr22	42931581	chr22	43327587
chr22	42932413	chr22	43328419
chr22	42933813	chr22	43329819
chr22	42934899	chr22	43330905
chr22	42936510	chr22	43332516
chr22	42937421	chr22	43333427
chr22	42938289	chr22	43334295
chr22	42938392	chr22	43334398
chr1	170073070	chr1	170042211
chr1	170073070	chr1	170042211
chr22	42938568	chr22	43334574
chr22	42940722	chr22	43336728
chr22	42941219	chr22	43337225
chr22	42942833	chr22	43338839
chr22	42943872	chr22	43339878
chr22	42944273	chr22	43340279
chr22	42944273	chr22	43340279
chr22	42944274	chr22	43340280
chr22	42944274	chr22	43340280
chr22	42944906	chr22	43340912
chr22	42952693	chr22	43348699
chr22	42953693	chr22	43349699
chr1	170073129	chr1	170042270
chr1	170073129	chr1	170042270
chr22	42959161	chr22	43355167
chr22	42959250	chr22	43355256
chr22	42960124	chr22	43356130
chr22	42960305	chr22	43356311
chr22	42960436	chr22	43356442
chr22	42960436	chr22	43356442
chr22	42960493	chr22	43356499
chr22	42960493	chr22	43356499
chr22	42960693	chr22	43356699
chr22	42961373	chr22	43357379
chr22	42962082	chr22	43358088
chr22	42962183	chr22	43358189
chr1	170073395	chr1	170042536
chr22	42962486	chr22	43358492
chr22	42963124	chr22	43359130
chr22	42963255	chr22	43359261
chr22	42963442	chr22	43359448
chr22	42963846	chr22	43359852
chr22	42963936	chr22	43359942
chr22	42965073	chr22	43361079
chr22	42965073	chr22	43361079
chr22	42965137	chr22	43361143
chr22	42965137	chr22	43361143
chr22	42965798	chr22	43361804
chr1	170074248	chr1	170043389
chr22	42966970	chr22	43362976
chr22	42967113	chr22	43363119
chr22	42967116	chr22	43363122
chr22	42967116	chr22	43363122
chr22	42967116	chr22	43363122
chr22	42967189	chr22	43363195
chr22	42967189	chr22	43363195
chr22	42967883	chr22	43363889
chr22	42967883	chr22	43363889
chr22	42968628	chr22	43364634
chr22	42968628	chr22	43364634
chr22	42968649	chr22	43364655
chr22	42968649	chr22	43364655
chr1	170075022	chr1	170044163
chr1	28381101	chr1	28707612
chr1	28381101	chr1	28707612
chr22	42968789	chr22	43364795
chr22	42969922	chr22	43365928
chr22	42970290	chr22	43366296
chr22	42970890	chr22	43366896
chr22	42971214	chr22	43367220
chr22	42971310	chr22	43367316
chr22	42971692	chr22	43367698
chr22	42972044	chr22	43368050
chr22	42972264	chr22	43368270
chr22	42973343	chr22	43369349
chr1	170076570	chr1	170045711
chr1	170076570	chr1	170045711
chr22	42973760	chr22	43369766
chr22	42974254	chr22	43370260
chr22	42974543	chr22	43370549
chr22	42974785	chr22	43370791
chr22	42975170	chr22	43371176
chr22	42975622	chr22	43371628
chr22	42976366	chr22	43372372
chr22	42976793	chr22	43372799
chr1	170076585	chr1	170045726
chr1	170076585	chr1	170045726
chr22	42978801	chr22	43374807
chr22	42979135	chr22	43375141
chr22	42979433	chr22	43375439
chr22	42979694	chr22	43375700
chr22	42979694	chr22	43375700
chr22	42979695	chr22	43375701
chr22	42979695	chr22	43375701
chr22	42979944	chr22	43375950
chr22	42983367	chr22	43379373
chr22	42984542	chr22	43380548
chr22	42985282	chr22	43381288
chr1	170077869	chr1	170047010
chr1	170077869	chr1	170047010
chr22	42988886	chr22	43384892
chr22	42989502	chr22	43385508
chr22	42989997	chr22	43386003
chr22	42989997	chr22	43386003
chr22	42990141	chr22	43386147
chr22	42990685	chr22	43386691
chr22	42991639	chr22	43387645
chr22	42991639	chr22	43387645
chr22	42991639	chr22	43387645
chr22	42991639	chr22	43387645
chr22	42991689	chr22	43387695
chr22	42991689	chr22	43387695
chr22	42991689	chr22	43387695
chr22	42991689	chr22	43387695
chr22	42991705	chr22	43387711
chr22	42991705	chr22	43387711
chr22	42991705	chr22	43387711
chr22	42991705	chr22	43387711
chr1	170077878	chr1	170047019
chr1	170077878	chr1	170047019
chr1	170077878	chr1	170047019
chr1	170077878	chr1	170047019
chr1	170077878	chr1	170047019
chr1	170077878	chr1	170047019
chr1	170077878	chr1	170047019
chr22	42991812	chr22	43387818
chr22	42991909	chr22	43387915
chr22	42993022	chr22	43389028
chr22	42993022	chr22	43389028
chr22	42993084	chr22	43389090
chr22	42993084	chr22	43389090
chr22	42993564	chr22	43389570
chr22	42994077	chr22	43390083
chr22	43186196	chr22	43582202
chr1	170077945	chr1	170047086
chr1	170077945	chr1	170047086
chr22	43186533	chr22	43582539
chr22	43187819	chr22	43583825
chr22	43188223	chr22	43584229
chr22	43188223	chr22	43584229
chr22	43188625	chr22	43584631
chr22	43189493	chr22	43585499
chr22	43931132	chr22	44327012
chr22	43935180	chr22	44331060
chr22	43946445	chr22	44342325
chr1	170077946	chr1	170047087
chr1	170077946	chr1	170047087
chr22	43950046	chr22	44345926
chr22	43950248	chr22	44346128
chr22	43950759	chr22	44346639
chr22	43951085	chr22	44346965
chr22	43951257	chr22	44347137
chr22	43951370	chr22	44347250
chr22	43951553	chr22	44347433
chr22	43952236	chr22	44348116
chr22	43958985	chr22	44354865
chr1	170078089	chr1	170047230
chr22	43959689	chr22	44355569
chr22	43960469	chr22	44356349
chr22	43960686	chr22	44356566
chr22	43964127	chr22	44360007
chr22	43964127	chr22	44360007
chr22	43964130	chr22	44360010
chr22	43964130	chr22	44360010
chr22	43965617	chr22	44361497
chr22	43966935	chr22	44362815
chr22	43968059	chr22	44363939
chr22	43974295	chr22	44370175
chr1	170078223	chr1	170047364
chr22	43977699	chr22	44373579
chr22	43978315	chr22	44374195
chr22	43990401	chr22	44386281
chr22	43992457	chr22	44388337
chr22	43994667	chr22	44390547
chr22	45339725	chr22	45735606
chr22	45339860	chr22	45735741
chr22	45340604	chr22	45736485
chr22	45340990	chr22	45736871
chr22	45341409	chr22	45737290
chr1	170078707	chr1	170047848
chr22	45341606	chr22	45737487
chr22	45342213	chr22	45738094
chr22	45342709	chr22	45738590
chr22	45343118	chr22	45738999
chr22	45343513	chr22	45739394
chr22	45343718	chr22	45739599
chr22	45343718	chr22	45739599
chr22	45343777	chr22	45739658
chr22	45343777	chr22	45739658
chr22	45343777	chr22	45739658
